travelerId,name,dateOfBirth,gender,nationality,phoneNo,museumName
3286ca35-c7ad-478f-90a8-1d4ffd21b9a0,Karan Mehta,1971-01-06,Other,Japanese,9761790406,National Gallery of Modern Art Delhi
25d5e4ee-f1e3-4877-88fd-c990a4f94f47,Neha Mehta,1983-02-22,Other,British,,National Gallery of Modern Art Delhi
7f43961c-03f0-40a0-9b5f-3cb664b1efad,Karan Gupta,1988-04-07,Female,British,9888072633,National Gallery of Modern Art Delhi
d7bd509e-79fc-4f80-8dc5-c336fa902401,Ira Mehta,1970-12-21,Female,British,9307613951,National Gallery of Modern Art Delhi
144d08b8-d14b-4a1e-b75c-9f52d66f0331,Ira Patel,1981-04-26,Female,French,9728185037,National Gallery of Modern Art Delhi
390063f5-c012-40a4-9f58-f29ca3f98bc8,Rahul Verma,1961-11-20,Male,Indian,9788635512,National Gallery of Modern Art Delhi
f175a7a0-f81b-42b1-83c9-ea940841fed9,Kavya Chopra,1988-08-20,Male,Canadian,9777389948,National Gallery of Modern Art Delhi
44a5b5bd-1103-4614-821e-987aa05a0cb6,Sneha Chopra,2005-03-09,Other,American,9871462433,National Gallery of Modern Art Delhi
68f1ab53-2088-40f4-b160-6e8dc9b0e213,Riya Bansal,1980-02-26,Female,French,9809996210,National Gallery of Modern Art Delhi
3d25faf0-3379-4e07-b32e-4be6d02405f8,Meera Singh,1976-07-04,Other,British,,National Gallery of Modern Art Delhi
adcd4907-21c1-461a-a393-02bdb88d1da6,Meera Singh,1969-12-26,Male,Japanese,9226534543,National Gallery of Modern Art Delhi
ad307ba1-c751-47a6-b9ef-572692032154,Neha Patel,1983-07-28,Female,German,9923698992,National Gallery of Modern Art Delhi
1ac0ef87-5b00-4040-91bc-80aef0e779ea,Aarav Verma,1960-12-29,Female,British,9833157921,National Gallery of Modern Art Delhi
07251f69-b7fb-4135-88c9-bec1d378896c,Meera Verma,1978-05-22,Male,German,,National Gallery of Modern Art Delhi
926e05f5-7410-4b9f-a038-b90f74b83611,Meera Bansal,1994-10-14,Other,German,9191255516,National Gallery of Modern Art Delhi
3e1d0ab9-427f-45ec-9fa7-01393a5c85f7,Pooja Kapoor,2010-06-23,Male,French,9320611046,National Gallery of Modern Art Delhi
0586ca3f-2146-4ad2-8509-9b40d2b1e9cc,Vivaan Gupta,2011-02-09,Other,Japanese,9926980449,National Gallery of Modern Art Delhi
3a3854d2-342a-49fd-a427-b79cf1f36dde,Aarav Verma,1982-10-10,Other,Japanese,9468134870,National Gallery of Modern Art Delhi
79d56962-5dca-4264-bfc9-52bb85914e8f,Pooja Verma,1984-09-13,Female,French,9353141521,National Gallery of Modern Art Delhi
182d774d-cfdb-4c5e-a36b-2f421c284829,Kavya Singh,1979-05-26,Other,Singaporean,9129457152,National Gallery of Modern Art Delhi
6f9019c1-3a3e-4a1e-9f82-987296c239f0,Ira Chopra,1994-02-08,Male,Japanese,,National Gallery of Modern Art Delhi
bf86bcb2-8d52-4aba-9c1a-a2d79813a972,Aditya Sharma,1987-06-25,Other,UAE,9689784366,National Gallery of Modern Art Delhi
624329f9-c28b-4fb4-b475-be724c3a743b,Rohan Chopra,1984-04-29,Other,Japanese,9107966814,National Gallery of Modern Art Delhi
a3383c29-6814-466c-955a-d2dacf1b8504,Aisha Agarwal,1985-12-14,Other,UAE,,National Gallery of Modern Art Delhi
d5245e85-a550-4b6c-be86-52e3f60b2d2d,Neha Patel,1993-05-27,Female,UAE,9000309090,National Gallery of Modern Art Delhi
f1d0c882-1a53-42eb-a858-40f43908538b,Ananya Bansal,1965-03-09,Female,UAE,9058121001,National Gallery of Modern Art Delhi
77f25420-2bbd-4cae-9d1a-c739fc098143,Arjun Singh,1995-10-23,Male,French,9243344464,National Gallery of Modern Art Delhi
a02c95f8-52e4-4fdf-b670-45662a931fe0,Meera Singh,1981-03-18,Male,UAE,9708315315,National Gallery of Modern Art Delhi
40781629-9bc5-46b3-bf21-7cfd82c279f7,Riya Agarwal,1964-02-19,Other,Japanese,,National Gallery of Modern Art Delhi
21b8da49-5551-42df-9a79-1859472580bd,Aditya Gupta,1972-02-17,Female,British,9408029250,National Gallery of Modern Art Delhi
1e936fae-e77c-46a9-9b58-ab62192e021c,Arjun Agarwal,1981-06-07,Male,Australian,9602863588,National Gallery of Modern Art Delhi
553b7b72-15f2-4d5a-a3a2-8dcb2647f177,Aryan Verma,1982-02-02,Female,UAE,9994368351,National Gallery of Modern Art Delhi
6e73d14f-a731-4a6a-aa49-e91e087d326d,Meera Patel,1974-02-22,Female,Indian,,National Gallery of Modern Art Delhi
2aa29bee-d77d-4262-ae21-4b1b85b9e6eb,Sneha Chopra,1990-10-05,Female,UAE,9911927607,National Gallery of Modern Art Delhi
ddb43179-2bb9-4460-aee2-62c9bf75e55e,Pooja Patel,1981-08-04,Male,German,9304160836,National Gallery of Modern Art Delhi
37f98e6d-f3d7-4039-936f-0e832ddd5d1a,Meera Chopra,1974-12-13,Male,German,9174535972,National Gallery of Modern Art Delhi
b0a3234c-681e-4b6b-b94a-c2d4ce174d8a,Karan Singh,2003-02-13,Female,Canadian,9094867780,National Gallery of Modern Art Delhi
c9882ade-6e11-4259-abdf-82e53bb4be3f,Sneha Patel,2006-03-29,Male,French,,National Gallery of Modern Art Delhi
fd802687-2987-4249-9c6c-2c4a5ee7cea5,Ishaan Agarwal,2013-08-24,Male,UAE,9295095551,National Gallery of Modern Art Delhi
509c7e8f-008e-4a07-a6d5-68520d93726b,Aditya Chopra,1996-01-25,Other,Singaporean,9705836096,National Gallery of Modern Art Delhi
8c714d6d-24ae-4f02-9ce2-f16dc3ead764,Riya Verma,1980-04-05,Male,British,9609643479,National Gallery of Modern Art Delhi
3960491b-15ba-458a-bfe8-2a315522d2e8,Vivaan Sharma,2004-12-09,Other,French,9793796917,National Gallery of Modern Art Delhi
b56b6192-5991-43ac-84a8-7effd516663a,Aryan Mehta,1995-10-12,Female,Indian,9515697253,National Gallery of Modern Art Delhi
7ebf9c57-3815-488b-9c47-6863f1b8dd1a,Kavya Chopra,1982-07-09,Other,German,,National Gallery of Modern Art Delhi
88d7c90b-7ecb-4b94-9097-8301ad1cb5cb,Pooja Kapoor,1988-10-16,Male,German,,National Gallery of Modern Art Delhi
e75281a2-dd86-4e3f-9fc5-92c2a466fb48,Priya Bansal,1985-07-14,Female,Japanese,9986767577,National Gallery of Modern Art Delhi
407857f4-d20b-4c65-9395-2ccf92faa2f8,Priya Patel,1996-02-01,Other,British,9068949910,National Gallery of Modern Art Delhi
c6f2e60f-5560-4c5c-8d22-1cf14118e461,Karan Patel,1961-04-29,Female,Australian,9084168578,National Gallery of Modern Art Delhi
ffd367fd-a731-457e-85ef-76fe3d6e3085,Ira Chopra,1980-09-30,Male,Australian,9935931139,National Gallery of Modern Art Delhi
33f54da2-efc0-44ba-b67b-bf60b6862e45,Kavya Singh,1980-02-23,Male,UAE,9554723015,National Gallery of Modern Art Delhi
909c30ea-82ec-42e7-aa28-dd502bc008c9,Aisha Mehta,1984-08-10,Female,Indian,9138383216,National Gallery of Modern Art Delhi
d56fe68b-a749-4059-8fc5-b88a3395de1e,Kavya Mehta,2015-08-03,Other,Australian,9271663566,National Gallery of Modern Art Delhi
a7351a7a-df9f-4e5e-a020-c84030a7ab33,Riya Patel,1984-07-24,Other,American,9034846444,National Gallery of Modern Art Delhi
84350440-44c0-42eb-93e6-64b430c52466,Sneha Gupta,1972-06-13,Male,French,9756580374,National Gallery of Modern Art Delhi
c8ca22a9-e905-42b1-b8fb-bdf14dfd6eea,Aryan Gupta,1979-11-01,Other,Australian,9336658157,National Gallery of Modern Art Delhi
45f89e81-ef0d-4463-88af-7272c36d0467,Aarav Patel,1972-07-23,Male,Singaporean,9969289985,National Gallery of Modern Art Delhi
e2956cc5-b813-4b52-8ac2-40c1b05b1c84,Neha Agarwal,1978-08-07,Female,German,,National Gallery of Modern Art Delhi
928bbcd1-9978-434b-989f-ef273268446c,Aditya Agarwal,1983-06-14,Other,Japanese,9772573970,National Gallery of Modern Art Delhi
ecf0e385-2771-4d75-a342-d9643f10822c,Neha Verma,2006-02-12,Female,Japanese,9627673224,National Gallery of Modern Art Delhi
35adc3e8-0528-4fb5-b010-0b3f85ce66b0,Krishna Patel,1975-09-02,Female,Australian,9974157118,National Gallery of Modern Art Delhi
6c9f9b74-37e0-443e-bb54-4da78f5df93e,Aditya Agarwal,2013-12-23,Other,American,9423031097,National Gallery of Modern Art Delhi
d98ce6cb-f519-4c09-a82b-2327de745b10,Priya Kapoor,1984-11-08,Female,Indian,9338658745,National Gallery of Modern Art Delhi
977f5797-600f-4788-863a-9a7d3c28679e,Rohan Singh,2007-03-20,Male,British,,National Gallery of Modern Art Delhi
041a6ef1-e943-428c-9f46-5dc53f578b91,Ira Sharma,2010-05-10,Female,UAE,9705215154,National Gallery of Modern Art Delhi
0b86c3e0-2066-4a94-8f65-72ca85c3e984,Aditya Patel,2004-09-13,Male,American,,National Gallery of Modern Art Delhi
6592d75a-7e23-49fe-9b4e-9120a9357a64,Ishaan Patel,1997-01-31,Female,Indian,9693043575,National Gallery of Modern Art Delhi
2534404c-4399-4545-b641-91576dc4c6be,Ananya Singh,1987-05-26,Male,Singaporean,,National Gallery of Modern Art Delhi
10cf3fbd-c74a-4c21-8d62-cdfff785b4c4,Kavya Verma,1997-11-29,Female,Singaporean,9823731563,National Gallery of Modern Art Delhi
2d1146b6-5232-4a8a-9e79-dce1e2ed5370,Arjun Kapoor,1999-05-19,Other,Indian,,National Gallery of Modern Art Delhi
5a6104e3-7b28-44e6-823e-7335fc3899ae,Neha Gupta,1998-09-23,Other,American,9022784053,National Gallery of Modern Art Delhi
5ddfb5a9-21d2-46c6-ae7f-35f40a34ea95,Aditya Bansal,1979-11-06,Other,American,9813486764,National Gallery of Modern Art Delhi
1dcd5d06-eb23-4042-a10b-e43461233e8c,Kavya Kapoor,1981-08-06,Female,UAE,9413437314,National Gallery of Modern Art Delhi
3ac8333e-1eee-44f9-8f14-b70f269e3bf3,Neha Mehta,2009-08-07,Male,Japanese,9126899937,National Gallery of Modern Art Delhi
8ab32bdc-2124-41bc-856c-23886a4c31a4,Rahul Singh,1981-01-15,Female,Singaporean,9968358320,National Gallery of Modern Art Delhi
cf117460-c375-4df5-b152-d231b45e9238,Arjun Singh,2012-10-15,Other,UAE,9102568321,National Gallery of Modern Art Delhi
c72462eb-9708-4049-ab12-1063bedf49ed,Ishaan Verma,1998-08-27,Male,French,9058797585,National Gallery of Modern Art Delhi
69ec8554-e37b-4579-a732-63f2125d455d,Rahul Kapoor,2002-10-31,Female,Indian,,National Gallery of Modern Art Delhi
05de5c60-0ba8-401e-813c-bca62afc434e,Aditya Singh,1972-04-09,Female,French,9487901548,National Gallery of Modern Art Delhi
4d6bd4d4-1c0a-4f0e-9228-c503484fa6a9,Ira Singh,2009-05-18,Other,UAE,9075961495,National Gallery of Modern Art Delhi
d0efefa0-d3b7-41d5-ae79-e6615a943fad,Neha Singh,1961-10-01,Male,Canadian,9506361837,National Gallery of Modern Art Delhi
972846bd-737f-4a98-b22e-64f443b957d5,Vivaan Mehta,2003-07-15,Male,Australian,9702306236,National Gallery of Modern Art Delhi
53e2f7a5-89c4-497d-ac8c-47aa782e62b7,Ira Singh,2009-10-31,Other,British,9764988708,National Gallery of Modern Art Delhi
ba48cb70-e7f4-4c0a-b6f2-18da8c4b8814,Vivaan Kapoor,1988-10-04,Male,UAE,9534226114,National Gallery of Modern Art Delhi
19216af3-32b9-48c2-9e83-5fb9ad3b52c0,Ishaan Chopra,1977-06-30,Male,Australian,,National Gallery of Modern Art Delhi
fb5cf052-656d-41fa-88c4-7bed02a94efa,Rahul Verma,1994-08-07,Other,German,9463302982,National Gallery of Modern Art Delhi
abe1abf3-1587-402b-80d4-5dba2d8ac98e,Meera Bansal,1967-11-10,Other,Singaporean,9509532086,National Gallery of Modern Art Delhi
e18c2988-281b-4b53-9b18-6add75d7b502,Sneha Agarwal,2014-05-02,Female,American,9649124111,National Gallery of Modern Art Delhi
ca1cded8-7731-4429-80b1-461db5c09221,Aditya Gupta,1993-09-09,Other,Indian,9974869418,National Gallery of Modern Art Delhi
74e3d0cc-107a-4a78-b7e7-ae1d08923620,Arjun Kapoor,2007-06-16,Female,Singaporean,,National Gallery of Modern Art Delhi
0b9e70de-98f5-45e4-8ca6-cd093ba03d6e,Vivaan Gupta,2011-07-17,Male,Australian,9942860749,National Gallery of Modern Art Delhi
6a77d81d-a4ba-4dfa-be98-807c04039265,Pooja Mehta,2011-08-16,Male,French,9630963295,National Gallery of Modern Art Delhi
f89a70a8-06c2-4167-b421-64b0c4f27571,Aryan Bansal,1972-09-15,Male,American,9484610639,National Gallery of Modern Art Delhi
29fc24b5-c3c3-4d2b-9e56-8a2d987ab7ac,Karan Bansal,2001-06-27,Other,Indian,,National Gallery of Modern Art Delhi
ac19100c-4b9b-4667-8dc1-c04f86ae2344,Vivaan Mehta,2005-06-07,Other,Canadian,9202008023,National Gallery of Modern Art Delhi
b008f9ea-36fc-4f84-9ddb-e8feb33af016,Riya Singh,1964-10-17,Other,French,9139827619,National Gallery of Modern Art Delhi
e731cd8b-80fa-4a36-8d06-0279e7fea631,Aryan Agarwal,1996-06-08,Female,UAE,9507888476,National Gallery of Modern Art Delhi
19b0d7eb-3e20-4a25-bbd9-366377167d4b,Arjun Bansal,1990-12-22,Female,Australian,9508350979,National Gallery of Modern Art Delhi
43ebf68c-2f02-483c-8b56-ad3a98983204,Aarav Gupta,2005-07-17,Female,Singaporean,9139124818,National Gallery of Modern Art Delhi
18cf4c64-7f85-412e-8516-b3c130eaa57c,Ira Chopra,1985-04-24,Male,Australian,9965591401,National Gallery of Modern Art Delhi
4a7a9f83-77a6-4b89-87bb-d8a246ede8c5,Krishna Sharma,2001-06-10,Male,Indian,9361725571,National Gallery of Modern Art Delhi
f2c3e07b-e9b8-4494-b06f-41f223ce1951,Ananya Patel,1983-04-28,Male,Singaporean,9726224369,National Gallery of Modern Art Delhi
f0dd772a-7fe7-4d33-b572-f610bc5dcdc7,Krishna Patel,1999-12-17,Other,German,9825428525,National Gallery of Modern Art Delhi
242a4107-1cd6-4dd2-9594-709a4d30a656,Arjun Bansal,2009-08-20,Female,German,9837403463,National Gallery of Modern Art Delhi
41b2998e-dfe6-4003-8f47-09620835cd8c,Rohan Bansal,2014-10-14,Female,Australian,9748344934,National Gallery of Modern Art Delhi
7add4d3c-ce8b-46be-999f-6866080b7748,Meera Bansal,1965-11-25,Male,British,9262755998,National Gallery of Modern Art Delhi
41f1cc25-7640-4d0b-b9dd-89a11daab8db,Ananya Mehta,1982-07-07,Female,Singaporean,9341536753,National Gallery of Modern Art Delhi
6c466bbd-4363-4363-9b66-42b460d6fa4b,Pooja Mehta,1997-09-26,Male,Singaporean,,National Gallery of Modern Art Delhi
7bffc3a1-a435-4f59-af25-07ddb509fdd1,Sneha Kapoor,1975-10-14,Male,Indian,,National Gallery of Modern Art Delhi
27d93ee4-be93-47f9-9e53-40f9486286eb,Meera Chopra,2014-10-20,Male,German,9765118918,National Gallery of Modern Art Delhi
b3351f48-23e2-45ac-a27a-08172f40f954,Arjun Singh,2006-11-01,Other,French,9944219743,National Gallery of Modern Art Delhi
8db90ccc-bb0b-4b51-823c-5dd7262c0db0,Rohan Bansal,1996-12-15,Male,German,9245800272,National Gallery of Modern Art Delhi
075be6c1-d2ac-4e0b-8b71-af64ec0cbe3e,Aisha Mehta,1974-02-09,Male,Indian,9498265736,National Gallery of Modern Art Delhi
65fc83a2-2c45-4d82-82e6-c2da6d57f7d6,Karan Sharma,2005-03-23,Female,Australian,9149561602,National Gallery of Modern Art Delhi
5dd1070d-39f7-41be-9447-0d151054bed2,Neha Mehta,2000-02-07,Female,Australian,9548147153,National Gallery of Modern Art Delhi
93c02fd3-5499-4bf3-b1c6-6fef1ba4c68a,Ananya Agarwal,1989-05-31,Other,American,9468809146,National Gallery of Modern Art Delhi
857a9407-2dce-46cb-a73d-405e294d6cda,Arjun Bansal,1969-06-15,Female,German,9742545257,National Gallery of Modern Art Delhi
88583493-a781-49de-896f-4e2b3ba51b7e,Priya Mehta,2011-09-25,Other,German,9886771128,National Gallery of Modern Art Delhi
2df2773e-b21d-4023-8768-5dea9fce2ec8,Vivaan Agarwal,1981-08-24,Male,Singaporean,9062798691,National Gallery of Modern Art Delhi
369cd8e0-c00b-4944-bec7-92fe32ae09b3,Arjun Kapoor,1970-12-30,Male,German,9560888492,National Gallery of Modern Art Delhi
c33daa9b-ecc1-4fea-9ae2-838d7b3358c8,Ishaan Bansal,1986-08-20,Male,Australian,9770798405,National Gallery of Modern Art Delhi
11490f3b-e0d8-44fa-b356-c63e33e83262,Arjun Singh,1976-05-12,Other,Japanese,,National Gallery of Modern Art Delhi
cc714dc1-f487-4d1a-9732-5fa9ba273e58,Pooja Patel,1962-08-06,Other,British,9625028802,National Gallery of Modern Art Delhi
61842a55-3ff4-430c-adf0-82252a89da4f,Arjun Kapoor,1972-01-04,Male,Canadian,9233277490,National Gallery of Modern Art Delhi
d2893345-31af-4e58-ab15-729bf5ff2cc0,Rohan Singh,1973-02-15,Female,Japanese,,National Gallery of Modern Art Delhi
dc81b413-e7fb-4c1b-899c-a67e366c8975,Pooja Chopra,1968-01-17,Female,American,,National Gallery of Modern Art Delhi
c95faef5-2916-40a9-a806-ab54f0a65c23,Meera Mehta,1999-06-08,Other,Indian,9282737507,National Gallery of Modern Art Delhi
e5ee8cc0-c549-43d1-bfa6-af34617d2c91,Aryan Sharma,1990-01-08,Female,Indian,9486842286,National Gallery of Modern Art Delhi
a6f0e2ae-5eed-4896-81ea-19e26aa1a079,Ishaan Sharma,2013-03-09,Other,Japanese,9195993687,National Gallery of Modern Art Delhi
ea15119d-9c36-4063-a204-230c6b9737bf,Meera Sharma,1983-06-08,Other,Japanese,9479795072,National Gallery of Modern Art Delhi
d512fe93-a174-48e0-90e0-b1a16c8072f3,Sneha Chopra,2011-03-04,Female,Indian,9376429581,National Gallery of Modern Art Delhi
9e95dbee-0abc-4753-910c-d9eb38f234e0,Sneha Mehta,1974-06-07,Female,British,9475638645,National Gallery of Modern Art Delhi
1a3c243c-179a-490b-a4d6-e5bb51ab43d5,Aditya Agarwal,1984-04-05,Male,German,9350550727,National Gallery of Modern Art Delhi
1cc43701-e7b4-4abb-a8ee-8c6edfc03c85,Priya Verma,1988-06-10,Female,Canadian,9245681319,National Gallery of Modern Art Delhi
67c41a4b-f5cb-4326-91cd-44eb5dfaec17,Riya Sharma,2007-07-05,Other,British,9729534378,National Gallery of Modern Art Delhi
38228d61-f114-4f64-89d8-3d884b15b78e,Neha Verma,2008-01-08,Other,Singaporean,,National Gallery of Modern Art Delhi
270bef70-3bd2-47d3-b27d-c3a57fd5cf2d,Rahul Agarwal,1972-03-20,Male,British,9959223520,National Gallery of Modern Art Delhi
57748dc8-4f2a-42fd-9bf1-31a180b04d40,Priya Bansal,1979-07-14,Female,American,9027901062,National Gallery of Modern Art Delhi
e87a6317-00ae-4e6a-9c90-e4d0d0dab2b5,Aditya Sharma,2015-05-03,Other,British,9718538368,National Gallery of Modern Art Delhi
1fe5d708-1242-479a-b06a-14100ea3fa8f,Rohan Gupta,1980-12-16,Male,British,9138157226,National Gallery of Modern Art Delhi
7e0f58c0-b9c2-4ea3-b700-ba08b33881ff,Vivaan Kapoor,1988-02-24,Other,French,9048931617,National Gallery of Modern Art Delhi
934c3f16-5613-40d9-af1d-40d438778bd8,Riya Agarwal,1989-01-31,Male,Singaporean,9121619866,National Gallery of Modern Art Delhi
9e626dba-7bba-4ce6-853d-448c78f2313f,Ishaan Chopra,1992-06-25,Other,German,9449908645,National Gallery of Modern Art Delhi
4ef6106e-1998-4763-9b70-7431aea62ea3,Ira Verma,2000-07-31,Female,Canadian,9981959679,National Gallery of Modern Art Delhi
0acb56aa-cbc3-4c6d-b5de-a832d3dd50cd,Meera Gupta,1990-06-21,Male,Australian,,National Gallery of Modern Art Delhi
8f7f0319-ab92-48d5-8c6b-d9fd292d417a,Aarav Bansal,1994-04-27,Male,French,9798492306,National Gallery of Modern Art Delhi
1517d9f7-c2e3-4390-be70-7f7d7a16bc68,Ishaan Mehta,1997-12-07,Male,UAE,9296571341,National Gallery of Modern Art Delhi
780a6c76-af71-486c-9cbf-f32d3153859f,Aditya Agarwal,1968-04-26,Male,American,9413470945,National Gallery of Modern Art Delhi
beca9a5c-44d5-4308-b968-f63cf6832f67,Kavya Chopra,2004-05-18,Female,UAE,,National Gallery of Modern Art Delhi
c62e064f-af1c-4422-b693-25812b5aa6d6,Aarav Patel,1967-10-12,Male,Japanese,9782773272,National Gallery of Modern Art Delhi
435c45a6-7acd-4bdb-a549-e4d0c395374f,Aarav Gupta,2015-03-24,Female,Australian,9147834739,National Gallery of Modern Art Delhi
20b4a60c-e3ab-4442-a3c1-13c54abb449a,Rohan Verma,2005-05-11,Male,British,9220224957,National Gallery of Modern Art Delhi
8acbe47f-d3b4-4149-bc22-1c19099d5c01,Ishaan Verma,2001-10-31,Male,Singaporean,,National Gallery of Modern Art Delhi
a963bc2f-e8a2-4225-a200-d0550f07afee,Sneha Mehta,1972-07-08,Female,British,,National Gallery of Modern Art Delhi
2ab6ead6-bcc4-404a-9c2e-803a86e495de,Kavya Agarwal,1988-06-16,Male,French,9695643733,National Gallery of Modern Art Delhi
7caab573-fe42-4bcc-b163-966acd092842,Priya Agarwal,2010-05-15,Male,American,,National Gallery of Modern Art Delhi
f636c9c9-e3c4-4df5-8358-3727ffb7e644,Rohan Chopra,1969-04-12,Male,German,9341260452,National Gallery of Modern Art Delhi
e77b736e-88af-4944-9a8e-cf96f092684b,Vivaan Mehta,2013-12-01,Male,American,,National Gallery of Modern Art Delhi
bd2130dd-fda5-4045-9064-85b0c73cc71c,Meera Gupta,1989-10-01,Male,French,9797723696,National Gallery of Modern Art Delhi
350528e0-694c-4c44-8315-6e5b4a113959,Vivaan Patel,1963-08-04,Female,Japanese,9677254267,National Gallery of Modern Art Delhi
7c5a9b0f-0cb9-457e-8999-c5e97dd7ebe0,Vivaan Sharma,2007-02-03,Male,Singaporean,,National Gallery of Modern Art Delhi
98f58bb7-f903-471f-bc0c-376be4ea3cf6,Aisha Sharma,1993-08-29,Male,Australian,9674385956,National Gallery of Modern Art Delhi
eb422ec1-665b-4dc4-8111-e2ff03114a9a,Pooja Kapoor,1986-01-04,Male,Japanese,9515493000,National Gallery of Modern Art Delhi
09428daa-a468-480e-a94f-e2fc297894f3,Rohan Patel,1975-03-27,Female,UAE,9517230099,National Gallery of Modern Art Delhi
c94957a5-692a-4dbe-becc-785a4f423f7d,Riya Patel,1996-09-16,Male,Japanese,,National Gallery of Modern Art Delhi
a54c92c9-c63c-4527-9a30-a53825249511,Priya Kapoor,2015-06-02,Female,Indian,9754775967,National Gallery of Modern Art Delhi
64420bd3-5354-4e61-9664-36bd7e86594e,Priya Patel,2001-07-08,Female,Singaporean,9101619195,National Gallery of Modern Art Delhi
a8fffff5-f5a2-4216-8d79-a95b380a3f1a,Rahul Sharma,1972-06-14,Female,German,9655724231,National Gallery of Modern Art Delhi
cb9dd284-e2c3-4c7a-9338-5a4ec810a111,Karan Bansal,1968-04-17,Female,Japanese,9518865574,National Gallery of Modern Art Delhi
0991e843-4d69-49a5-abaf-9a77f2da26c2,Arjun Sharma,1979-09-27,Other,French,9753228739,National Gallery of Modern Art Delhi
6a2f1b77-38cc-49de-8f0c-990084000130,Aarav Verma,1978-01-01,Other,British,9268590583,National Gallery of Modern Art Delhi
b378f6c0-dd5c-4a3b-9de0-5e46a81ad0ba,Aryan Kapoor,1978-02-26,Female,Indian,,National Gallery of Modern Art Delhi
e3401222-9191-4ca1-bd3a-87234e332ad1,Aditya Chopra,1981-05-19,Female,German,9157213618,National Gallery of Modern Art Delhi
b752d38b-eb8b-450a-9246-b27a1546a769,Karan Patel,1992-08-24,Male,Singaporean,9519973907,National Gallery of Modern Art Delhi
de01f716-92b7-4ca1-8e01-c4eff029d544,Vivaan Verma,2002-03-26,Female,Indian,9212962171,National Gallery of Modern Art Delhi
d977975c-45f1-4a31-a872-df886c62551d,Ishaan Verma,1971-08-26,Male,Singaporean,9889977201,National Gallery of Modern Art Delhi
f3422520-7c3c-4a20-a8b4-0740c80cfde4,Meera Agarwal,1998-01-18,Male,UAE,,National Gallery of Modern Art Delhi
9c353dc5-c4c0-45bc-92f1-c009358793ad,Neha Gupta,1983-07-15,Male,Singaporean,9125948367,National Gallery of Modern Art Delhi
15813b12-f9ad-45d9-b3d1-57e3327ac591,Aisha Mehta,2014-08-23,Other,French,,National Gallery of Modern Art Delhi
c7d921db-1e9a-47d8-8046-5c0220baf5b3,Neha Sharma,1996-12-25,Male,Indian,9580771502,National Gallery of Modern Art Delhi
ee6c40cf-a03a-47b6-a3ef-5783de4a643b,Neha Gupta,1993-08-07,Other,UAE,9006304097,National Gallery of Modern Art Delhi
22dbb37a-6e0a-4071-899c-72701ab2e244,Aarav Kapoor,2007-01-08,Female,American,,National Gallery of Modern Art Delhi
9f150b8d-b1ed-4769-ac7c-c81bb45a9b72,Rahul Gupta,1970-05-17,Other,Australian,9268161073,National Gallery of Modern Art Delhi
245ad4da-2bf2-45a4-aaef-ad7d18c8e395,Sneha Verma,2009-02-26,Other,German,,National Gallery of Modern Art Delhi
7484f382-cc29-45e3-981e-ad3d564b5971,Neha Patel,1977-05-13,Female,Australian,,National Gallery of Modern Art Delhi
13c0fa5f-1814-4790-97d1-461c1d0cb702,Vivaan Agarwal,2006-01-03,Female,Singaporean,,National Gallery of Modern Art Delhi
d94cba89-73f4-4128-bf52-54c89f23e537,Arjun Gupta,1964-11-14,Female,Canadian,9285358230,National Gallery of Modern Art Delhi
79d5c845-5473-4948-bf00-3588943a79c0,Priya Chopra,1962-05-19,Other,Australian,,National Gallery of Modern Art Delhi
e3388fe8-b4ab-4913-b35b-593f834be797,Karan Verma,1972-01-02,Other,British,9089547084,National Gallery of Modern Art Delhi
ec00e18e-c301-4e2f-b285-223848bb5235,Aisha Verma,1996-04-16,Other,Canadian,9431696564,National Gallery of Modern Art Delhi
ff743048-6d78-4b15-a765-d01329aabe7c,Aditya Bansal,2010-12-24,Male,British,9519581315,National Gallery of Modern Art Delhi
393dbdba-5a31-4e3a-b52a-a6fedc5edbf5,Arjun Agarwal,1968-03-18,Male,Japanese,9304918722,National Gallery of Modern Art Delhi
d1c95b6f-3654-4f02-8f38-5cc04fd9b2b8,Kavya Agarwal,1969-10-02,Female,American,9879050785,National Gallery of Modern Art Delhi
38bb8413-e633-42c8-81b0-32893d12c79a,Arjun Patel,1996-08-18,Other,American,,National Gallery of Modern Art Delhi
cfe931ba-d688-4bf2-a8c1-9f49393f7360,Vivaan Singh,1984-04-04,Female,British,,National Gallery of Modern Art Delhi
a75c6890-8b97-41c6-9369-13dabddf6e74,Aditya Mehta,1982-06-09,Male,German,9548492796,National Gallery of Modern Art Delhi
6abab3c5-073b-425f-80dd-bfc8c21b29e9,Krishna Singh,1994-04-04,Other,UAE,,National Gallery of Modern Art Delhi
39c1b13e-03e8-43aa-82e6-dd9e4c998c62,Sneha Bansal,1990-09-25,Female,Canadian,9802414932,National Gallery of Modern Art Delhi
2fcf6968-ed02-4aca-b269-1d3b7b206fc2,Aditya Kapoor,2011-05-26,Female,French,,National Gallery of Modern Art Delhi
9ea31607-4a3f-4c45-9339-c4b18cefd019,Ira Verma,1998-08-20,Female,Japanese,9990653087,National Gallery of Modern Art Delhi
ef407994-ac40-4fde-8c4c-26e97ada03ae,Kavya Patel,1972-12-23,Male,German,9505123790,National Gallery of Modern Art Delhi
a9468577-0758-4fa7-a930-80013e78564b,Priya Patel,1974-08-03,Female,French,9650469658,National Gallery of Modern Art Delhi
